"","einkommen","alter","teilnahme_fak","gesundh_ausgaben","teilnahme"
"113",49.1870155334473,56,"Ja",0.137507632374763,1
"114",43.3500747680664,39,"Ja",3.20254254341125,1
"115",48.9938163757324,24,"Ja",7.70278453826904,1
"116",43.3910369873047,27,"Ja",0.656579196453094,1
"117",49.5347747802734,29,"Ja",7.49805736541748,1
"118",49.4034004211426,44,"Ja",6.13943195343018,1
"119",49.0579605102539,78,"Ja",22.6663341522217,1
"120",36.4876327514648,45,"Ja",2.21986508369446,1
"121",34.1947441101074,48,"Ja",0,1
"122",46.7527046203613,39,"Ja",0.660073459148407,1
"123",47.4095840454102,34,"Ja",4.12971591949463,1
"124",47.7959823608398,53,"Ja",12.1223611831665,1
"125",43.1591949462891,35,"Ja",3.96352410316467,1
"126",44.8979911804199,26,"Ja",4.8267650604248,1
"127",46.1731071472168,31,"Ja",11.009316444397,1
"128",45.0911903381348,31,"Ja",8.35872173309326,1
"129",48.2078857421875,55,"Ja",1.40465474128723,1
"130",43.4683151245117,29,"Ja",0,1
"131",47.9505424499512,26,"Ja",2.04772210121155,1
"132",40.1452865600586,40,"Ja",0,1
"133",48.143741607666,24,"Ja",0.368843257427216,1
"134",46.4049453735352,61,"Ja",0.865637004375458,1
"135",48.6305999755859,81,"Ja",14.3185682296753,1
"136",45.3230285644531,66,"Ja",22.9255313873291,1
"137",43.7387962341309,29,"Ja",0,1
"138",46.7913436889648,71,"Ja",1.94437527656555,1
"139",39.8361663818359,49,"Ja",2.4024441242218,1
"140",45.6576538085938,43,"Ja",5.44003009796143,1
"141",43.5842361450195,40,"Ja",7.15339946746826,1
"142",40.2998466491699,35,"Ja",3.18587899208069,1
"143",37.7882537841797,50,"Ja",5.84457874298096,1
"144",44.0092735290527,29,"Ja",8.82626056671143,1
"145",47.2805252075195,43,"Ja",2.52870774269104,1
"146",43.1591949462891,33,"Ja",0,1
"147",44.1638336181641,44,"Ja",1.3153555393219,1
"148",44.3183937072754,28,"Ja",1.08175110816956,1
"149",40.995361328125,60,"Ja",1.58188557624817,1
"150",44.3183937072754,39,"Ja",0,1
"151",47.5896453857422,71,"Ja",4.98025608062744,1
"152",43.5455932617188,39,"Ja",9.68507862091064,1
"153",46.0185470581055,40,"Ja",21.4379920959473,1
"154",48.6050987243652,56,"Ja",8.31067180633545,1
"155",43.7774353027344,35,"Ja",14.2140111923218,1
"156",49.7024726867676,42,"Ja",4.02069282531738,1
"157",48.2596588134766,35,"Ja",6.78178215026855,1
"158",46.0989151000977,39,"Ja",8.55549335479736,1
"159",44.8848533630371,50,"Ja",7.07332897186279,1
"160",43.622875213623,48,"Ja",13.5880823135376,1
"161",49.5479125976562,41,"Ja",0,1
"162",44.7047920227051,65,"Ja",4.43851089477539,1
"163",47.6221008300781,73,"Ja",8.75687694549561,1
"164",41.0726432800293,30,"Ja",0.946740329265594,1
"165",49.3415756225586,56,"Ja",3.16811680793762,1
"166",47.6414222717285,63,"Ja",4.42115020751953,1
"167",47.0231857299805,60,"Ja",0.955834567546844,1
"168",46.6831512451172,50,"Ja",6.98748874664307,1
"169",44.2720260620117,61,"Ja",1.09625649452209,1
"170",46.3276672363281,30,"Ja",17.6507778167725,1
"171",47.7805252075195,42,"Ja",4.89301490783691,1
"172",47.1777420043945,60,"Ja",6.49295616149902,1
"173",48.3369407653809,32,"Ja",0.570578753948212,1
"174",41.922721862793,47,"Ja",5.14159393310547,1
"175",45.7094268798828,69,"Ja",7.68991756439209,1
"176",35.5857810974121,44,"Ja",0,1
"177",47.7187004089355,34,"Ja",5.81173038482666,1
"178",43.7774353027344,42,"Ja",7.14799785614014,1
"179",41.381763458252,38,"Ja",4.0739221572876,1
"180",48.7040176391602,56,"Ja",9.17462635040283,1
"181",49.225658416748,22,"Ja",5.32794761657715,1
"182",46.057186126709,32,"Ja",4.8079833984375,1
"183",46.9845428466797,38,"Ja",0.144756510853767,1
"184",44.890266418457,40,"Ja",0.898236453533173,1
"185",47.1012382507324,71,"Ja",1.38255143165588,1
"186",44.6275100708008,49,"Ja",0,1
"187",47.5641403198242,26,"Ja",10.7987833023071,1
"188",48.4915008544922,56,"Ja",6.86407375335693,1
"189",49.5216407775879,29,"Ja",8.54162883758545,1
"190",48.9938163757324,19,"Ja",6.93862438201904,1
"191",42.3091201782227,32,"Ja",27.2207107543945,1
"192",40.1452865600586,41,"Ja",15.7673482894897,1
"193",45.4003105163574,26,"Ja",3.57614731788635,1
"194",47.2163848876953,40,"Ja",2.13965249061584,1
"195",41.9590377807617,50,"Ja",21.3274211883545,1
"196",36.8995361328125,39,"Ja",7.60373210906982,1
"197",46.0958251953125,35,"Ja",65.5337371826172,1
"198",45.0911903381348,29,"Ja",1.30399632453918,1
"199",39.7202491760254,68,"Ja",7.165602684021,1
"200",44.241886138916,36,"Ja",4.57185745239258,1
"201",48.8755760192871,46,"Ja",1.79231858253479,1
"202",48.8006172180176,43,"Ja",9.52328395843506,1
"203",43.0664596557617,38,"Ja",20.1001071929932,1
"204",49.1870155334473,51,"Ja",13.724627494812,1
"205",44.0092735290527,28,"Ja",3.5092146396637,1
"206",49.4188575744629,65,"Ja",4.83175373077393,1
"207",47.4868621826172,24,"Ja",7.8710470199585,1
"208",46.5216407775879,35,"Ja",28.1002540588379,1
"209",36.8222579956055,66,"Ja",3.4746458530426,1
"210",43.0355491638184,43,"Ja",5.93874549865723,1
"211",45.2457504272461,38,"Ja",8.0585241317749,1
"212",41.6908798217773,55,"Ja",8.47787952423096,1
"213",35.0038604736328,31,"Ja",4.27165126800537,1
"214",41.922721862793,73,"Ja",2.10047554969788,1
"215",49.3415756225586,68,"Ja",3.46120095252991,1
"216",32.0309104919434,86,"Ja",0,1
"217",36.319938659668,48,"Ja",4.11006355285645,1
"218",37.4435844421387,61,"Ja",0.29335230588913,1
"219",45.3230285644531,76,"Ja",4.63449859619141,1
"220",39.7588882446289,30,"Ja",0,1
"221",47.3840789794922,56,"Ja",9.18628787994385,1
"222",47.3068008422852,54,"Ja",4.29211711883545,1
"223",49.8825340270996,34,"Ja",2.09969067573547,1
"224",46.8299827575684,38,"Ja",5.46141815185547,1
"225",49.2125205993652,35,"Ja",0.959762752056122,1
"226",47.8477592468262,38,"Ja",0.106713488698006,1
"227",48.8006172180176,27,"Ja",7.13199138641357,1
"228",46.2503852844238,26,"Ja",2.17834115028381,1
"229",47.1004638671875,45,"Ja",2.18952393531799,1
"230",44.0479125976562,26,"Ja",7.81605052947998,1
"231",48.1050987243652,43,"Ja",0,1
"232",44.2411117553711,35,"Ja",1.77498078346252,1
"233",45.9026260375977,35,"Ja",5.10483264923096,1
"234",48.8392562866211,25,"Ja",1.7273952960968,1
"235",44.6275100708008,54,"Ja",7.7941370010376,1
"236",47.5255012512207,61,"Ja",2.07716298103333,1
"237",38.5224113464355,70,"Ja",0,1
"238",42.077278137207,28,"Ja",0,1
"239",49.4188575744629,56,"Ja",9.93882846832275,1
"240",47.7959823608398,62,"Ja",2.25677227973938,1
"241",45.4003105163574,36,"Ja",12.8248777389526,1
"242",49.0324592590332,39,"Ja",6.71235752105713,1
"243",49.7279739379883,57,"Ja",7.30550670623779,1
"244",42.618236541748,71,"Ja",4.60322284698486,1
"245",44.0865516662598,50,"Ja",0,1
"246",49.8052558898926,30,"Ja",0,1
"247",48.5687789916992,51,"Ja",3.56959176063538,1
"248",41.7681617736816,30,"Ja",0,1
"249",32.7264289855957,53,"Ja",0,1
"250",40.1452865600586,79,"Ja",0.250582873821259,1
"251",47.7187004089355,51,"Ja",21.1847038269043,1
"252",45.9412689208984,24,"Ja",11.198540687561,1
"253",44.8075752258301,41,"Ja",3.91745018959045,1
"254",32.340030670166,34,"Ja",12.792384147644,1
"255",38.3678512573242,42,"Ja",9.30893611907959,1
"256",46.7913436889648,25,"Ja",2.61071801185608,1
"257",47.8732604980469,48,"Ja",17.7675285339355,1
"258",39.6816062927246,28,"Ja",3.51128315925598,1
"259",38.6769714355469,32,"Ja",0,1
"260",37.9041748046875,31,"Ja",2.85116505622864,1
"261",37.3632164001465,37,"Ja",2.51872372627258,1
"262",44.975269317627,41,"Ja",4.75760459899902,1
"263",42.8500785827637,32,"Ja",2.55185341835022,1
"264",35.2766609191895,27,"Ja",0,1
"265",43.3910369873047,38,"Ja",0,1
"266",39.2179298400879,37,"Ja",0,1
"267",37.0154571533203,43,"Ja",6.23943901062012,1
"268",40.2225646972656,23,"Ja",4.6287670135498,1
"269",35.4057159423828,41,"Ja",0,1
"270",42.463680267334,61,"Ja",5.77105617523193,1
"271",43.8547134399414,44,"Ja",2.62532448768616,1
"272",35.4312210083008,34,"Ja",5.36852550506592,1
"273",42,29,"Ja",9.19816493988037,1
"274",39.9520874023438,32,"Ja",8.50389194488525,1
"275",45.4775886535645,55,"Ja",3.88881230354309,1
"276",42.618236541748,30,"Ja",12.3308534622192,1
"277",40.4544067382812,28,"Ja",10.8731889724731,1
"278",43.4296760559082,60,"Ja",14.312949180603,1
"279",43.622875213623,33,"Ja",15.764386177063,1
"280",26.2349319458008,53,"Ja",9.84571361541748,1
"281",34.8129844665527,46,"Ja",7.91625499725342,1
"282",39.9907264709473,26,"Ja",9.64125156402588,1
"283",25.4621315002441,36,"Ja",0,1
"284",39.6816062927246,54,"Ja",38.6200981140137,1
"285",27.1622886657715,32,"Ja",1.77864480018616,1
"286",46.9459037780762,24,"Ja",5.85258769989014,1
"287",44.0092735290527,31,"Ja",6.38393306732178,1
"288",25.2302932739258,43,"Ja",7.30093669891357,1
"289",37.0154571533203,61,"Ja",0.233565524220467,1
"290",48.8006172180176,42,"Ja",8.94133853912354,1
"291",42.618236541748,65,"Ja",3.275066614151,1
"292",42.7727966308594,57,"Ja",7.5995397567749,1
"293",44.447193145752,37,"Ja",7.02748775482178,1
"294",33.9629058837891,40,"Ja",5.50749969482422,1
"295",38.9860877990723,35,"Ja",19.3385486602783,1
"296",42.1545600891113,31,"Ja",6.88817024230957,1
"297",48.3369407653809,32,"Ja",12.7075872421265,1
"298",41.2272033691406,23,"Ja",14.4906377792358,1
"299",27.5486869812012,56,"Ja",1.88571286201477,1
"300",43.8547134399414,22,"Ja",5.26283264160156,1
"301",38.9860877990723,26,"Ja",4.8819465637207,1
"302",45.0911903381348,38,"Ja",3.67868828773499,1
"303",36.6676979064941,80,"Ja",9.05902576446533,1
"304",33.421947479248,51,"Ja",0.978823840618134,1
"305",39.6043281555176,39,"Ja",2.30416989326477,1
"306",31.4899520874023,55,"Ja",0,1
"307",45.4775886535645,41,"Ja",8.17837619781494,1
"308",46.6367835998535,36,"Ja",10.028468132019,1
"309",42.3091201782227,33,"Ja",8.48147869110107,1
"310",41.536319732666,26,"Ja",8.50287532806396,1
"311",38.8315315246582,69,"Ja",9.72004985809326,1
"312",48.0278205871582,38,"Ja",4.53866958618164,1
"313",38.5224113464355,33,"Ja",6.01542377471924,1
"314",35.2766609191895,30,"Ja",0.201183512806892,1
"315",48.6460571289062,38,"Ja",7.59286212921143,1
"316",48.8006172180176,65,"Ja",6.45383644104004,1
"317",47.9505424499512,55,"Ja",6.15626239776611,1
"318",47.9505424499512,41,"Ja",1.30520272254944,1
"319",44.3956718444824,61,"Ja",1.59746384620667,1
"320",41.8454399108887,41,"Ja",8.33905506134033,1
"321",46.2503852844238,30,"Ja",8.47407054901123,1
"322",49.4188575744629,31,"Ja",8.64123439788818,1
"323",37.2086563110352,35,"Ja",1.70442414283752,1
"324",49.9598159790039,47,"Ja",7.36740016937256,1
"325",42.3091201782227,29,"Ja",11.7799558639526,1
"326",43.5455932617188,38,"Ja",19.4545059204102,1
"327",45.7867088317871,49,"Ja",15.4317216873169,1
"328",49.7279739379883,38,"Ja",7.66138935089111,1
"329",48.3369407653809,51,"Ja",10.875714302063,1
"330",35.9721794128418,42,"Ja",7.2081937789917,1
"331",49.4961357116699,45,"Ja",1.26184678077698,1
"332",41.6136016845703,59,"Ja",9.31955814361572,1
"333",39.8361663818359,36,"Ja",0,1
"334",46.9459037780762,28,"Ja",4.70408916473389,1
"335",45.5548667907715,39,"Ja",0.150023654103279,1
"336",44.5502319335938,28,"Ja",2.75561451911926,1
"337",42.7727966308594,53,"Ja",7.71286487579346,1
"338",34.6584243774414,31,"Ja",0.714280307292938,1
"339",46.9459037780762,64,"Ja",3.69747471809387,1
"340",45.3485336303711,45,"Ja",0,1
"341",46.1731071472168,75,"Ja",19.2741661071777,1
"342",43.4683151245117,65,"Ja",24.0388793945312,1
"343",41.9613609313965,37,"Ja",2.09033226966858,1
"344",49.4961357116699,25,"Ja",2.13667035102844,1
"345",43.3910369873047,61,"Ja",6.4854907989502,1
"346",36.0494575500488,69,"Ja",14.0636186599731,1
"347",48.2596588134766,38,"Ja",11.5510663986206,1
"348",48.2596588134766,48,"Ja",10.520432472229,1
"349",45.1684684753418,58,"Ja",10.6937971115112,1
"350",48.6460571289062,64,"Ja",19.8943786621094,1
"351",47.8732604980469,30,"Ja",5.06805229187012,1
"352",37.2086563110352,54,"Ja",2.90508675575256,1
"353",43.081916809082,42,"Ja",5.39195251464844,1
"354",49.2642974853516,61,"Ja",11.4589643478394,1
"355",35.0448226928711,46,"Ja",4.25496292114258,1
"356",47.2550239562988,34,"Ja",4.43941688537598,1
"357",44.3570327758789,29,"Ja",6.33585834503174,1
"358",47.8732604980469,38,"Ja",3.87969422340393,1
"359",44.8979911804199,42,"Ja",3.50155186653137,1
"360",45.5548667907715,28,"Ja",10.5026769638062,1
"361",46.9845428466797,41,"Ja",5.10228729248047,1
"362",49.5843124389648,28,"Ja",10.0425863265991,1
"363",47.9505424499512,30,"Ja",7.42683506011963,1
"364",46.057186126709,58,"Ja",3.43887734413147,1
"365",36.7449760437012,36,"Ja",2.76043820381165,1
"366",49.3415756225586,27,"Ja",10.4158029556274,1
"367",36.1267395019531,35,"Ja",0,1
"368",45.516227722168,45,"Ja",2.53348660469055,1
"369",43.622875213623,27,"Ja",0,1
"370",45.4389495849609,38,"Ja",0.325024783611298,1
"371",44.6661529541016,33,"Ja",1.67260003089905,1
"372",44.3183937072754,25,"Ja",15.0618677139282,1
"373",49.1870155334473,27,"Ja",6.00460910797119,1
"374",40.918083190918,24,"Ja",2.39269661903381,1
"375",47.1777420043945,25,"Ja",24.7064819335938,1
"376",48.7619781494141,44,"Ja",4.90640258789062,1
"377",39.6816062927246,39,"Ja",0.47989958524704,1
"378",43.081916809082,34,"Ja",6.22451686859131,1
"379",40.7635231018066,28,"Ja",8.94980335235596,1
"380",41.3044815063477,22,"Ja",13.3423547744751,1
"381",41.381763458252,45,"Ja",0.614172160625458,1
"382",47.5641403198242,67,"Ja",0.520404040813446,1
"383",49.6506958007812,47,"Ja",8.97579479217529,1
"384",40.377124786377,22,"Ja",1.30098176002502,1
"385",45.7867088317871,76,"Ja",16.7774829864502,1
"386",44.5271224975586,33,"Ja",4.12947368621826,1
"387",47.2550239562988,24,"Ja",2.13980793952942,1
"388",45.7867088317871,43,"Ja",0.827500522136688,1
"389",46.4049453735352,28,"Ja",6.36088943481445,1
"390",49.8052558898926,24,"Ja",6.49829006195068,1
"391",46.0185470581055,35,"Ja",1.94519257545471,1
"392",41.3044815063477,34,"Ja",0,1
"393",47.680061340332,50,"Ja",0,1
"394",39.9907264709473,27,"Ja",2.43355298042297,1
"395",40.995361328125,41,"Ja",2.50688672065735,1
"396",44.1638336181641,38,"Ja",11.3152189254761,1
"397",37.4404945373535,59,"Ja",12.5607690811157,1
"398",47.5641403198242,28,"Ja",15.708348274231,1
"399",49.2642974853516,66,"Ja",14.9706373214722,1
"400",39.7588882446289,20,"Ja",15.8033151626587,1
"401",45.2457504272461,42,"Ja",18.0091400146484,1
"402",47.3323020935059,55,"Ja",4.77180099487305,1
"403",37.3632164001465,45,"Ja",7.95176601409912,1
"404",37.3632164001465,40,"Ja",5.04988288879395,1
"405",43.3137550354004,82,"Ja",22.5234127044678,1
"406",48.2596588134766,62,"Ja",15.6161298751831,1
"407",40.1452865600586,38,"Ja",1.56571507453918,1
"408",44.7047920227051,49,"Ja",2.10408139228821,1
"409",44.3183937072754,29,"Ja",6.21184825897217,1
"410",35.6630592346191,49,"Ja",3.53816533088684,1
"411",40.918083190918,37,"Ja",4.6148042678833,1
"412",45.0394134521484,63,"Ja",2.67458748817444,1
"413",48.6074180603027,38,"Ja",4.71474361419678,1
"414",47.1004638671875,67,"Ja",10.5182161331177,1
"415",43.081916809082,36,"Ja",2.14281296730042,1
"416",47.1004638671875,51,"Ja",9.52852153778076,1
"417",40.4544067382812,58,"Ja",3.61503624916077,1
"418",47.2550239562988,47,"Ja",5.5203685760498,1
"419",30.8717155456543,41,"Ja",6.73727989196777,1
"420",45.0911903381348,36,"Ja",24.5435562133789,1
"421",46.6367835998535,30,"Ja",22.9623527526855,1
"422",32.880989074707,29,"Ja",8.48494625091553,1
"423",48.4142189025879,31,"Ja",18.1400489807129,1
"424",44.4258117675781,76,"Ja",55.361026763916,1
"425",41.0340042114258,30,"Ja",41.547664642334,1
"426",46.5595054626465,31,"Ja",21.9698657989502,1
"427",40.2225646972656,28,"Ja",7.19634532928467,1
"428",42.8500785827637,33,"Ja",4.22301578521729,1
"429",42.618236541748,62,"Ja",2.9854109287262,1
"430",46.9459037780762,46,"Ja",11.6650114059448,1
"431",40.9567222595215,56,"Ja",29.3990211486816,1
"432",36.3585777282715,33,"Ja",7.29200458526611,1
"433",49.0069541931152,66,"Ja",4.81137180328369,1
"434",47.4289016723633,55,"Ja",5.21196269989014,1
"435",49.3415756225586,31,"Ja",14.2656373977661,1
"436",43.0154571533203,26,"Ja",15.4195051193237,1
"437",32.262752532959,41,"Ja",5.5676097869873,1
"438",40.4930458068848,59,"Ja",4.51219177246094,1
"439",48.7233390808105,41,"Ja",7.2810583114624,1
"440",49.4188575744629,41,"Ja",8.03448581695557,1
"441",44.5115928649902,56,"Ja",5.10059452056885,1
"442",35.4312210083008,42,"Ja",1.36591935157776,1
"443",32.7264289855957,49,"Ja",4.54240036010742,1
"444",33.4992256164551,37,"Ja",0.451624095439911,1
"445",38.6769714355469,30,"Ja",6.17118167877197,1
"446",39.0633697509766,41,"Ja",3.45330834388733,1
"447",38.7542495727539,47,"Ja",7.51390743255615,1
"448",45.2843894958496,55,"Ja",8.49689197540283,1
"449",35.3539428710938,49,"Ja",4.63096809387207,1
"450",38.0587310791016,32,"Ja",4.19695949554443,1
"451",38.5996894836426,41,"Ja",7.01724338531494,1
"452",38.6769714355469,47,"Ja",6.02943134307861,1
"453",44.0865516662598,32,"Ja",15.1401739120483,1
"454",43.4683151245117,41,"Ja",3.55045437812805,1
"455",43.4791374206543,41,"Ja",5.32294368743896,1
"456",35.8176193237305,32,"Ja",11.5250959396362,1
"457",39.2952079772949,26,"Ja",17.5261993408203,1
"458",34.5038642883301,72,"Ja",9.87169933319092,1
"459",36.7449760437012,39,"Ja",12.580470085144,1
"460",44.1638336181641,39,"Ja",13.225323677063,1
"461",44.0865516662598,55,"Ja",8.13556575775146,1
"462",34.6584243774414,40,"Ja",20.5520648956299,1
"463",44.1638336181641,24,"Ja",15.3186368942261,1
"464",45.2457504272461,46,"Ja",0,1
"465",47.7913436889648,42,"Ja",7.53180599212646,1
"466",47.5641403198242,23,"Ja",5.59484386444092,1
"467",41.1499214172363,42,"Ja",4.24865627288818,1
"468",36.8222579956055,29,"Ja",5.92625904083252,1
"469",47.2550239562988,29,"Ja",7.93179416656494,1
"470",33.344669342041,29,"Ja",8.02213573455811,1
"471",46.4049453735352,56,"Ja",13.8062257766724,1
"472",48.8778991699219,27,"Ja",40.287181854248,1
"473",49.3029365539551,42,"Ja",1.49268174171448,1
"474",45.2457504272461,59,"Ja",28.8075065612793,1
"475",46.2503852844238,25,"Ja",9.43985652923584,1
"476",48.8006172180176,25,"Ja",13.9373044967651,1
"477",41.922721862793,30,"Ja",12.5184888839722,1
"478",48.5687789916992,35,"Ja",5.58641052246094,1
"479",42.8500785827637,39,"Ja",4.65907287597656,1
"480",35.1221008300781,33,"Ja",23.2039833068848,1
"481",48.1823806762695,23,"Ja",9.91745471954346,1
"482",46.6367835998535,24,"Ja",11.2254991531372,1
"483",36.7449760437012,25,"Ja",12.8507814407349,1
"484",49.4188575744629,21,"Ja",21.8552017211914,1
"485",49.7279739379883,31,"Ja",7.0153341293335,1
"486",41.381763458252,43,"Ja",6.65278148651123,1
"487",42.3863983154297,33,"Ja",13.5928163528442,1
"488",48.8778991699219,37,"Ja",8.15170192718506,1
"489",46.7140655517578,33,"Ja",22.4125556945801,1
"490",46.7102012634277,69,"Ja",8.5168981552124,1
"491",48.8778991699219,35,"Ja",0,1
"492",44.3570327758789,48,"Ja",11.9708833694458,1
"493",48.3369407653809,27,"Ja",57.6149559020996,1
"494",40.5316848754883,46,"Ja",3.47493195533752,1
"495",31.5672340393066,28,"Ja",4.66985130310059,1
"496",32.7779502868652,37,"Ja",1.55101609230042,1
"497",35.8176193237305,41,"Ja",13.3988809585571,1
"498",39.7697830200195,41,"Ja",10.4764776229858,1
"499",46.5176963806152,50,"Ja",12.8237676620483,1
"500",46.4822273254395,37,"Ja",5.05931377410889,1
"501",47.4095840454102,38,"Ja",5.14369964599609,1
"502",46.4049453735352,30,"Ja",6.06295490264893,1
"503",27.8578071594238,28,"Ja",5.52277755737305,1
"504",35.1993827819824,38,"Ja",15.1626329421997,1
"505",44.3956718444824,38,"Ja",7.24259090423584,1
"506",46.3276672363281,77,"Ja",20.0992603302002,1
"507",41.381763458252,39,"Ja",11.775408744812,1
"508",41.6136016845703,36,"Ja",7.14676189422607,1
"509",45.516227722168,71,"Ja",14.1350831985474,1
"510",48.8006172180176,37,"Ja",27.2198829650879,1
"511",46.6367835998535,28,"Ja",18.6281852722168,1
"512",45.0911903381348,41,"Ja",22.1479034423828,1
